"route_id","agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color"
"6179","AMAT_Milan_feed","64","Lorenteggio - Q.To Romano (trans. Baggio)","","3","","",""
"6180","AMAT_Milan_feed","321","Assago - Milano","","3","","",""
"6181","AMAT_Milan_feed","321","Assago - Corsico (Italia)","","3","","",""
"6199","AMAT_Milan_feed","165","Varedo - Comasina M3 (lic. per deposito)","","3","","",""
"6200","AMAT_Milan_feed","80","Betti - Trivulzio","","3","","",""
"6201","AMAT_Milan_feed","81","Sesto Marelli - Stz Lambrate","","3","","",""
"6202","AMAT_Milan_feed","81","Gioia/Lunigiana - Stz Lambrate","","3","","",""
"6203","AMAT_Milan_feed","81","Stz Centrale - Stz Lambrate","","3","","",""
"6204","AMAT_Milan_feed","166","Cusano (Via Sormani) - Desio","","3","","",""
"6205","AMAT_Milan_feed","166","Paderno D. (Via Erba) - Desio","","3","","",""
"6211","AMAT_Milan_feed","923","H.S.Raffaele - S.Felice (trans. Stazione FS)","","3","","",""
"6213","AMAT_Milan_feed","923","H.S. Raffaele - Stazione FS (trans. cimitero)","","3","","",""
"6214","AMAT_Milan_feed","923","H.S. Raffaele - Aeroporto Linate (trans. cimitero)","","3","","",""
"6215","AMAT_Milan_feed","923","H.S. Raffaele - Aeroporto Linate","","3","","",""
"6216","AMAT_Milan_feed","923","H.S. Raffaele - Aeroporto Linate (trans. cimitero + Stz. FS)","","3","","",""
"6217","AMAT_Milan_feed","61","Paleocapa/Cadorna - L.go Brasilia","","3","","",""
"6218","AMAT_Milan_feed","923","S. Felice - H.S. Raffaele (trans. Stazione FS)","","3","","",""
"6219","AMAT_Milan_feed","923","S. Felice - H.S. Raffaele (trans. Stazione FS - transita cimitero)","","3","","",""
"6222","AMAT_Milan_feed","923","Aeroporto Linate - H.S. Raffaele (trans. San Felice - Stazione FS - cimitero)","","3","","",""
"6223","AMAT_Milan_feed","923","Aeroporto Linate - H.S. Raffaele (trans. San Felice - Stazione FS )","","3","","",""
"6224","AMAT_Milan_feed","727","Sesto S.G. (1 Maggio) - Cusano M. (Solo Domenica  chiusura via Matteotti)","","3","","",""
"6241","AMAT_Milan_feed","325","Milano (Romolo M2) - Corsico (Europa)","","3","","",""
"6242","AMAT_Milan_feed","325","Milano (24 Maggio) - Corsico ( Resistenza)","","3","","",""
"6244","AMAT_Milan_feed","325","Corsico (Europa) - Milano (Romolo M2)","","3","","",""
"6245","AMAT_Milan_feed","325","Corsico (Resistenza) - Milano (24 Maggio)","","3","","",""
"6252","AMAT_Milan_feed","728","Milano (St. Centrale) - Cusano M. (v. Unione)","","3","","",""
"6254","AMAT_Milan_feed","140","Rogoredo - San Donato","","3","","",""
"6255","AMAT_Milan_feed","140","San Donato - Rogoredo","","3","","",""
"6256","AMAT_Milan_feed","130","S.Giuliano M.se (Zivido- via pace)","","3","","",""
"6257","AMAT_Milan_feed","132","S. Donato (Di Vittorio) - S. Donato M3 (marignano) (Trans. de gasperi)","","3","","",""
"6259","AMAT_Milan_feed","352","Assago (Milanofiori) - Assago (Via Del Sole)","","3","","",""
"6260","AMAT_Milan_feed","352","Assago (Via Del Sole) - Assago (Milanofiori)","","3","","",""
"6268","AMAT_Milan_feed","49","Tirana - Lotto","","3","","",""
"6269","AMAT_Milan_feed","49","Lotto - Tirana","","3","","",""
"6273","AMAT_Milan_feed","95","Rogoredo - Lotto","","3","","",""
"6277","AMAT_Milan_feed","95","Lotto - Rogoredo","","3","","",""
"6288","AMAT_Milan_feed","901","Milano (S. Donato M3) - Peschiera B. (Don Sturzo) (No mediglia)","","3","","",""
"6289","AMAT_Milan_feed","901","Peschiera B. (S. Bovio) - S. Donato (Europa)(scolast.)","","3","","",""
"6291","AMAT_Milan_feed","902","Milano (S. Donato M3)  - Peschiera B. (via Dante)","","3","","",""
"6292","AMAT_Milan_feed","902","S. Donato (Europa) - Peschiera B. (Abruzzi)(scolast.)","","3","","",""
"6293","AMAT_Milan_feed","902","Milano (S. Donato M3) - Segrate (S. Felice portineria)","","3","","",""
"6294","AMAT_Milan_feed","902","Milano (S. Donato M3) - Peschiera B. (via Dante) ( trans. mediglia)","","3","","",""
"6295","AMAT_Milan_feed","902","Peschiera B. (via Dante) - Milano (S. Donato M3)","","3","","",""
"6346","AMAT_Milan_feed","78","G.Govone - Lorenteggio (LAVORI M5)","","3","","",""
"6406","AMAT_Milan_feed","52","Q.re Comasina - Bicocca (Universita')","","3","","",""
"6409","AMAT_Milan_feed","124","Vigentino - Duomo (n24)","","3","","",""
"6410","AMAT_Milan_feed","124","Duomo - Vigentino (n24)","","3","","",""
"6411","AMAT_Milan_feed","72","Madonna della prov. - Trivulzio (RETE NOTTURNA)","","3","","",""
"6413","AMAT_Milan_feed","72","Trivulzio - Madonna della prov. - Trivulzio (RETE NOTTURNA)","","3","","",""
"6414","AMAT_Milan_feed","72","Novara/Fleming - Trivulzio (RETE NOTTURNA)","","3","","",""
"6419","AMAT_Milan_feed","66","Linate - Cadore","","3","","",""
"6421","AMAT_Milan_feed","172","Bicocca - Cim. Bruzzano","","3","","",""
"6423","AMAT_Milan_feed","116","Cadorna - Stz. Centrale  (N 6)","","3","","",""
"6424","AMAT_Milan_feed","116","Stz. Centrale - Cadorna (N 6)","","3","","",""
"6427","AMAT_Milan_feed","151","Molino Dorino - Sesto FS  (nM1)","","3","","",""
"6429","AMAT_Milan_feed","84","S.Donato M3 - Augusto","","3","","",""
"6432","AMAT_Milan_feed","41","Gabbro - Senigallia","","3","","",""
"6433","AMAT_Milan_feed","41","Gabbro - Senigallia (dev. causa mercato)","","3","","",""
"6460","AMAT_Milan_feed","151","Cairoli - Q.re Olmi (nm1)","","3","","",""
"6463","AMAT_Milan_feed","175","P.te Lambro - Cim. Lambrate (LAVORI M4)","","3","","",""
"6478","AMAT_Milan_feed","82","Q.re Bovisasca - Stz Centrale","","3","","",""
"6488","AMAT_Milan_feed","45","S. Donato M3 - Cadore (Lavori M4)","","3","","",""
"6490","AMAT_Milan_feed","71","Romolo M2 - Famagosta M2","","3","","",""
"6491","AMAT_Milan_feed","71","Voltri - Famagosta M2 (ins. da deposito)","","3","","",""
"6496","AMAT_Milan_feed","44","C.na Gobba M2 - Q.re Turro","","3","","",""
"6497","AMAT_Milan_feed","44","C.na Gobba M2 - Q.re Turro (lic. per deposito)","","3","","",""
"6516","AMAT_Milan_feed","58","Noale - Carducci/Cadorna","","3","","",""
"6520","AMAT_Milan_feed","94","P.ta Volta - Carducci/Cadorna","","3","","",""
"6525","AMAT_Milan_feed","68","Bonola M1- Borgognone (Corse scolastiche)","","3","","",""
"6526","AMAT_Milan_feed","68","Borgognone - Bonola M1 (corse scolastiche)","","3","","",""
"6527","AMAT_Milan_feed","174","Loreto - Cim. Greco - Turro","","3","","",""
"6539","AMAT_Milan_feed","151","Q.re Olmi - Cairoli (nm1)","","3","","",""
"6540","AMAT_Milan_feed","151","Bisceglie - Cairoli","","3","","",""
"6541","AMAT_Milan_feed","61","Murani - Brasilia","","3","","",""
"6544","AMAT_Milan_feed","94","Minghetti - P.ta Volta","","3","","",""
"6545","AMAT_Milan_feed","94","Minghetti - Montello","","3","","",""
"6546","AMAT_Milan_feed","700","Sesto S.G. (1 Maggio) - Sesto S.G. (Cimitero)","","3","","",""
"6557","AMAT_Milan_feed","702","Cinisello B. (S.Eusebio) - Cologno Nord (Stz M2)","","3","","",""
"6565","AMAT_Milan_feed","713","Bignami (M5) - Sesto S. Giovanni (Cimitero)","","3","","",""
"6567","AMAT_Milan_feed","709","Cologno Sud M2 - Cologno M.se (Garibaldi)","","3","","",""
"6569","AMAT_Milan_feed","712","Cinisello B. (Musu) - Sesto S.G. (1 Maggio)","","3","","",""
"6570","AMAT_Milan_feed","712","Sesto S.G. (1 Maggio) - Cinisello B. (Musu)","","3","","",""
"6571","AMAT_Milan_feed","701","Cologno Sud M2 - Sesto S.G. (4 Novembre)","","3","","",""
"6581","AMAT_Milan_feed","Q34","Q34 - Via Quaranta - Noverasco","","3","","",""
"6582","AMAT_Milan_feed","Q34","Q34 - Noverasco - Via Quaranta","","3","","",""
"6583","AMAT_Milan_feed","Q39","Q39 - Stz Lambrate - Rubattino","","3","","",""
"6584","AMAT_Milan_feed","Q39","Q39 - Rubattino - Stz Lambrate","","3","","",""
"6585","AMAT_Milan_feed","Q41","Q41 - Affori FN M3 - Bovisasca","","3","","",""
"6586","AMAT_Milan_feed","Q41","Q41 - Bovisasca - Affori FN M3","","3","","",""
"6587","AMAT_Milan_feed","Q45","Q45 - San Donato M3 - L.go Rodari","","3","","",""
"6588","AMAT_Milan_feed","Q45","Q45 - L.go Rodari - San Donato M3","","3","","",""
"6589","AMAT_Milan_feed","Q48","Q48 - Via Govone - Lotto M1","","3","","",""
"6590","AMAT_Milan_feed","Q48","Q48 - Lotto M1 - Via Govone","","3","","",""
"6591","AMAT_Milan_feed","Q48","Q48 - Via Govone - Lotto M1 (m.te Bianco)","","3","","",""
"6592","AMAT_Milan_feed","Q48","Q48 - Lotto M1 (m.te Bianco) - Via Govone","","3","","",""
"6593","AMAT_Milan_feed","Q52","Q52 - Affori FN M3 - Bicocca Universita'","","3","","",""
"6594","AMAT_Milan_feed","Q52","Q52 - Bicocca Universita' - Affori FN M3","","3","","",""
"6595","AMAT_Milan_feed","Q59","Q59 - Famagosta M2 - 24 Maggio","","3","","",""
"6596","AMAT_Milan_feed","Q59","Q59 - 24 Maggio - Famagosta M2","","3","","",""
"6617","AMAT_Milan_feed","Q75","Q75 - Rizzoli - Lambrate FS M2","","3","","",""
"6618","AMAT_Milan_feed","Q75","Q75 - Lambrate FS M2 - Rizzoli","","3","","",""
"6619","AMAT_Milan_feed","Q78","Q78 - Lotto M1 - Primaticcio M1","","3","","",""
"6621","AMAT_Milan_feed","Q78","Q78 -Primaticcio M1 - Lotto M1","","3","","",""
"6622","AMAT_Milan_feed","Q78","Q78 - Lotto M1 - Primaticcio M1 (dopo le 0.30)","","3","","",""
"6623","AMAT_Milan_feed","Q78","Q78 - Primaticcio M1 - Lotto M1 (dopo le 0.30)","","3","","",""
"6624","AMAT_Milan_feed","Q79","Q79 - Gratosoglio - Abbiategrasso M2","","3","","",""
"6625","AMAT_Milan_feed","Q79","Q79 - Abbiategrasso M2 - Gratosoglio","","3","","",""
"6629","AMAT_Milan_feed","Q88","Q88 - Ungheria - Rogoredo M3","","3","","",""
"6630","AMAT_Milan_feed","Q88","Q88 - Rogoredo M3 - Ungheria (bar)","","3","","",""
"6633","AMAT_Milan_feed","707","Cologno Nord (Stz M2) - Cologno M.se (Toti)","","3","","",""
"6637","AMAT_Milan_feed","707","Cologno M.se (Toti) - Cologno Nord (Stz M2)","","3","","",""
"6642","AMAT_Milan_feed","Q68","Q68 - Uruguay M1 - Molino Dorino M1 (Cilea)","","3","","",""
"6643","AMAT_Milan_feed","Q68","Q68 - Uruguay M1 - Molino Dorino M1 (Appennini)","","3","","",""
"6644","AMAT_Milan_feed","Q68","Q68 - Uruguay M1 - Molino Dorino M1 (Cilea dopo ore 0.30)","","3","","",""
"6645","AMAT_Milan_feed","Q68","Q68 - Uruguay M1 - Molino Dorino M1 (Appennini dopo ore 0.30)","","3","","",""
"6646","AMAT_Milan_feed","Q68","Q68 - Molino Dorino M1 - Uruguay M1 (Cilea)","","3","","",""
"6647","AMAT_Milan_feed","Q68","Q68 - Molino Dorino M1 - Uruguay M1 (Appennini)","","3","","",""
"6648","AMAT_Milan_feed","Q68","Q68 - Molino Dorino M1 - Uruguay M1 (Cilea dopo ore 0.30)","","3","","",""
"6649","AMAT_Milan_feed","Q68","Q68 - Molino Dorino M1 - Uruguay M1 (Appennini dopo ore 0.30)","","3","","",""
"6666","AMAT_Milan_feed","3","S.Eustorgio - Duomo","","0","","",""
"6676","AMAT_Milan_feed","327","Milano (Bisceglie M1) - Trezzano S.N. (Morona)","","3","","",""
"6677","AMAT_Milan_feed","327","Milano (Bisceglie M1) - Trezzano  S.N. (B.Croce)","","3","","",""
"6678","AMAT_Milan_feed","327","Milano (Bisceglie M1) - Cusago  (Da Baggio)","","3","","",""
"6679","AMAT_Milan_feed","327","Milano (Bisceglie M1) - Trezzano  S.N. (L.da Vinci)","","3","","",""
"6680","AMAT_Milan_feed","327","Milano(Lorenteggio) - Trezzano S.N. (B.Croce)","","3","","",""
"6681","AMAT_Milan_feed","327","Milano (Lorenteggio) - Trezzano S.N. (Morona)","","3","","",""
"6682","AMAT_Milan_feed","327","Milano(Saint Bon) - Trezzano S.N. (Morona)","","3","","",""
"6685","AMAT_Milan_feed","4","Farinii\Ferrari - Ospedale Maggiore","","0","","",""
"6691","AMAT_Milan_feed","713","Sesto S. G. (cimitero) - Bignami (M5)","","3","","",""
"6692","AMAT_Milan_feed","40","Bonola M1 - Parco Nord","","3","","",""
"6693","AMAT_Milan_feed","40","Boccioni - Parco Nord","","3","","",""
"6702","AMAT_Milan_feed","3","Gratosoglio - Abbiategrasso","","0","","",""
"6704","AMAT_Milan_feed","5","Ortica - Ospedale Maggiore (lic. per deposito)","","0","","",""
"6707","AMAT_Milan_feed","5","Stz Centrale - Parco Nord","","0","","",""
"6708","AMAT_Milan_feed","5","Ospedale Maggiore - Ortica","","0","","",""
"6709","AMAT_Milan_feed","5","Parco Nord - Ortica","","0","","",""
"6710","AMAT_Milan_feed","5","Benefattori Ospedale - Ortica","","0","","",""
"6715","AMAT_Milan_feed","5","Ospedale Maggiore - 4 Novembre","","0","","",""
"6716","AMAT_Milan_feed","40","Parco Nord - Boccioni","","3","","",""
"6719","AMAT_Milan_feed","7","Dep. Messina - Dep. Precotto","","0","","",""
"6729","AMAT_Milan_feed","51","Cimiano M2 - Istria M5","","3","","",""
"6731","AMAT_Milan_feed","51","Istria M5 - Cimiano M2","","3","","",""
"6736","AMAT_Milan_feed","83","Zubiani - Comasina M3","","3","","",""
"6737","AMAT_Milan_feed","83","Zubiani - Comasina M3 (con Don Minzoni)","","3","","",""
"6739","AMAT_Milan_feed","83","Zubiani - Comasina M3 (lic per deposito)","","3","","",""
"6740","AMAT_Milan_feed","83","Comasina M3 - Zubiani","","3","","",""
"6741","AMAT_Milan_feed","83","Bresso - Zubiani","","3","","",""
"6742","AMAT_Milan_feed","51","Ponale - Istria M5","","3","","",""
"6745","AMAT_Milan_feed","87","Stz Centrale - Villa San Giovanni M1","","3","","",""
"6746","AMAT_Milan_feed","87","Stz Centrale - Bicocca (corse limitate)","","3","","",""
"6747","AMAT_Milan_feed","87","Bicocca - Stz Centrale (corse limitate)","","3","","",""
"6749","AMAT_Milan_feed","783","Bresso - Bicocca M5","","3","","",""
"6750","AMAT_Milan_feed","42","Parco Nord - Stz Centrale","","3","","",""
"6751","AMAT_Milan_feed","42","Stz Centrale - Parco Nord","","3","","",""
"6756","AMAT_Milan_feed","42","Istria M5 - Parco Nord","","3","","",""
"6757","AMAT_Milan_feed","87","Villa San Giovanni M1 - Stz Centrale","","3","","",""
"6758","AMAT_Milan_feed","161","Segesta - Axum (coll sost linea 16)","","3","","",""
"6759","AMAT_Milan_feed","161","Axum - Segesta  (coll sost linea 16)","","3","","",""
"6762","AMAT_Milan_feed","66","Peschiera B. - Cadore","","3","","",""
"6763","AMAT_Milan_feed","66","Peschiera B. - Susa","","3","","",""
"6764","AMAT_Milan_feed","66","Cadore - Peschiera B.","","3","","",""
"6765","AMAT_Milan_feed","66","Susa - Peschiera B.","","3","","",""
"6766","AMAT_Milan_feed","67","Scanini - Bisceglie M1","","3","","",""
"6768","AMAT_Milan_feed","708","Niguarda (Parco Nord)- SestoS.G.(trans. Centro Scolast.)","","3","","",""
"6772","AMAT_Milan_feed","Q44","Cimiano M2 - Gorla M1","","3","","",""
"6774","AMAT_Milan_feed","5","Ortica - Ospedale Maggiore","","0","","",""
"6775","AMAT_Milan_feed","5","Stz. Centrale - Ospedale Maggiore","","0","","",""
"6776","AMAT_Milan_feed","31","Cinisello B. - Bicocca M5","","0","","",""
"6777","AMAT_Milan_feed","31","Cinisello B. - Lagosta","","0","","",""
"6778","AMAT_Milan_feed","31","Cinisello B. - Testi/S. Monica (lic. per deposito)","","0","","",""
"6779","AMAT_Milan_feed","31","Bignami - Testi/S. Monica (lic. per deposito)","","0","","",""
"6782","AMAT_Milan_feed","31","Bicocca M5 - Cinisello B.","","0","","",""
"6783","AMAT_Milan_feed","31","Lagosta - Bignami","","0","","",""
"6784","AMAT_Milan_feed","31","Lagosta - Cinisello B.","","0","","",""
"6790","AMAT_Milan_feed","7","Dep. Precotto - Dep. Messina","","0","","",""
"6793","AMAT_Milan_feed","Q86","Q86 - C.na Gobba M2 - Testi/S.Monica","","3","","",""
"6794","AMAT_Milan_feed","Q86","Q86 - Testi/S.Monica - C.na Gobba M2","","3","","",""
"6795","AMAT_Milan_feed","31","Bignami - Bicocca M5","","0","","",""
"6796","AMAT_Milan_feed","89","Novate M. - Ciccotti","","3","","",""
"6798","AMAT_Milan_feed","89","Novate M. - Ciccotti (trans. cimitero)","","3","","",""
"6801","AMAT_Milan_feed","89","Novate M. - Comasina (lic. x deposito)","","3","","",""
"6806","AMAT_Milan_feed","351","Milano (Romolo M2) - Buccinasco","","3","","",""
"6807","AMAT_Milan_feed","351","Buccinasco - Milano (Romolo M2)","","3","","",""
"6808","AMAT_Milan_feed","351","Buccinasco (lombardia) - Milano (Romolo M2)","","3","","",""
"6809","AMAT_Milan_feed","Q88","Q88 - Rogoredo M3 - Ungheria","","3","","",""
"6810","AMAT_Milan_feed","Q88","Q88 - Ungheria - Rogoredo M3","","3","","",""
"6813","AMAT_Milan_feed","56","Padova\Esterle - Loreto","","3","","",""
"6818","AMAT_Milan_feed","40","Parco Nord - Bonola M1","","3","","",""
"6822","AMAT_Milan_feed","89","Novate M. - Comasina/Ciccotti (causa mercato)","","3","","",""
"6823","AMAT_Milan_feed","89","Novate M. - Litta Modignani (trans. cim.) ( causa mercato)","","3","","",""
"6824","AMAT_Milan_feed","86","Ca' Granda M5 - C.na Gobba M2","","3","","",""
"6826","AMAT_Milan_feed","86","C.na Gobba M2 - Ca' Granda M5","","3","","",""
"6828","AMAT_Milan_feed","708","Niguarda (parco nord)- Sesto S.G. (trans. centro scolast.) (dev.causa mercato)","","3","","",""
"6830","AMAT_Milan_feed","708","Niguarda (Parco Nord) - Sesto S.G. (4 Novembre)  (dev. causa mercato-Sabato)","","3","","",""
"6831","AMAT_Milan_feed","40","Parco Nord - Drago","","3","","",""
"6832","AMAT_Milan_feed","151","Sesto S.G. - Loreto","","3","","",""
"6840","AMAT_Milan_feed","701","Sesto S.G. (4 Novembre) - Cologno Sud M2","","3","","",""
"6841","AMAT_Milan_feed","701","Cologno M.se (S.Maurizio) - Cologno Sud M2","","3","","",""
"6844","AMAT_Milan_feed","707","Cologno M.se (Giordano) - Cologno Nord (Stz M2)","","3","","",""
"6845","AMAT_Milan_feed","707","Cologno M.se (Giordano) - Cologno Nord (Stz M2) (trans ITSOS)","","3","","",""
"6848","AMAT_Milan_feed","709","Cologno M.se (S.Maurizio) - Cologno SUD M2","","3","","",""
"6850","AMAT_Milan_feed","707","Cologno Nord (Stz M2) - Cologno M.se (Giordano)","","3","","",""
"6851","AMAT_Milan_feed","707","Cologno Nord (Stz M2) - Cologno M.se (Giordano)  (trans ITSOS)","","3","","",""
"6856","AMAT_Milan_feed","702","Cologno Nord (Stz M2) - Cinisello B. (S.Eusebio)","","3","","",""
"6870","AMAT_Milan_feed","89","Ciccotti - Novate M.","","3","","",""
"6871","AMAT_Milan_feed","89","Ciccotti - Novate M. (trans. Cimitero)","","3","","",""
"6872","AMAT_Milan_feed","89","L. Modignani - Novate M. (trans. cim.) (dev. causa mercato - sabato)","","3","","",""
"6873","AMAT_Milan_feed","89","L. Modignani - Novate M. (dev. causa mercato-sabato)","","3","","",""
"6874","AMAT_Milan_feed","700","Sesto S.G. (Cimitero) - Sesto S.G. (1 Maggio)","","3","","",""
"6875","AMAT_Milan_feed","708","Sesto S.G.(4 Novembre) - Niguarda (Parco Nord)","","3","","",""
"6876","AMAT_Milan_feed","708","Sesto S.G. (Parco Nord) - Niguarda (Parco Nord)","","3","","",""
"6877","AMAT_Milan_feed","708","Sesto S.G. (Parco Nord) - Cormano (Gramsci)","","3","","",""
"6878","AMAT_Milan_feed","708","Sesto S.G. (Parco Nord) - Bresso (Don Minzoni)","","3","","",""
"6879","AMAT_Milan_feed","708","Sesto S.G. (4Novembre) - Niguarda (Parco Nord) (trans. centro scolast.)","","3","","",""
"6880","AMAT_Milan_feed","783","Bicocca M5 - Bresso","","3","","",""
"6883","AMAT_Milan_feed","57","Q.to Oggiaro - Cairoli M1","","3","","",""
"6884","AMAT_Milan_feed","57","Q.to Oggiaro - Cairoli M1 (perc. dalle 21.00)","","3","","",""
"6885","AMAT_Milan_feed","127","V.le Ungheria - S. Babila (n27)","","3","","",""
"6886","AMAT_Milan_feed","127","S. Babila - V.le Ungheria (n27)","","3","","",""
"6949","AMAT_Milan_feed","169","Martini - Marinai d'Italia (coll sost linea12) (LAVORI UMBRIA)","","3","","",""
"6950","AMAT_Milan_feed","169","Marinai d'Italia - Martini  (coll sost linea12)  (LAVORI UMBRIA)","","3","","",""
"6951","AMAT_Milan_feed","Q44","Gorla M1 - Cimiano M2","","3","","",""
"6952","AMAT_Milan_feed","Q44","Gorla m1 - Cimiano M2 (barrato)","","3","","",""
"7030","AMAT_Milan_feed","Q71","Di Rudini' - Famagosta M2","","3","","",""
"7031","AMAT_Milan_feed","Q71","Famagosta M2 - Di Rudini'","","3","","",""
"7037","AMAT_Milan_feed","78","Lorenteggio - G.Govone (LAVORI M5)","","3","","",""
"7038","AMAT_Milan_feed","78","Parri - G. Govone (LAVORI M5)","","3","","",""
"7060","AMAT_Milan_feed","38","38","","3","","",""
"7062","AMAT_Milan_feed","38","38","","3","","",""
"7064","AMAT_Milan_feed","930","930","","3","","",""
"7065","AMAT_Milan_feed","930","930","","3","","",""
"7066","AMAT_Milan_feed","930","930","","3","","",""
"7103","AMAT_Milan_feed","85","85","","3","","",""
"7104","AMAT_Milan_feed","85","85","","3","","",""
"7123","AMAT_Milan_feed","62","62","","3","","",""
"7124","AMAT_Milan_feed","62","62","","3","","",""
"7132","AMAT_Milan_feed","58","58","","3","","",""
"7137","AMAT_Milan_feed","930","930","","3","","",""
"7138","AMAT_Milan_feed","930","930","","3","","",""
"7140","AMAT_Milan_feed","167","167","","3","","",""
"7141","AMAT_Milan_feed","12","12","","0","","",""
"7142","AMAT_Milan_feed","12","12","","0","","",""
"7145","AMAT_Milan_feed","12","12","","0","","",""
"7147","AMAT_Milan_feed","12","12","","0","","",""
"7152","AMAT_Milan_feed","92","92","","3","","",""
"7154","AMAT_Milan_feed","92","92","","3","","",""
"7155","AMAT_Milan_feed","92","92","","3","","",""
"7159","AMAT_Milan_feed","12","12","","0","","",""
"7160","AMAT_Milan_feed","167","167","","3","","",""
"BIGNAMI___ZARA","AMAT_Milan_feed","M5","M5 - BIGNAMI___ZARA","","1","","c876b1",""
"ABBIATEGRASSO___CASCINA GOBBA","AMAT_Milan_feed","M2","M2 - ABBIATEGRASSO___CASCINA GOBBA","","1","","73ff01",""
"RHO FIERA MILANO___VILLA S.GIOVANNI","AMAT_Milan_feed","M1","M1 - RHO FIERA MILANO___VILLA S.GIOVANNI","","1","","ff0000",""
"ASSAGO FORUM___CASCINA GOBBA","AMAT_Milan_feed","M2","M2 - ASSAGO FORUM___CASCINA GOBBA","","1","","73ff01",""
"COLOGNO NORD___ASSAGO FORUM","AMAT_Milan_feed","M2","M2 - COLOGNO NORD___ASSAGO FORUM","","1","","73ff01",""
"ABBIATEGRASSO___GESSATE","AMAT_Milan_feed","M2","M2 - ABBIATEGRASSO___GESSATE","","1","","73ff01",""
"COMASINA___S.DONATO","AMAT_Milan_feed","M3","M3 - COMASINA___S.DONATO","","1","","fcff01",""
"GESSATE___ABBIATEGRASSO","AMAT_Milan_feed","M2","M2 - GESSATE___ABBIATEGRASSO","","1","","73ff01",""
"CASCINA GOBBA___ASSAGO FORUM","AMAT_Milan_feed","M2","M2 - CASCINA GOBBA___ASSAGO FORUM","","1","","73ff01",""
"RHO FIERA MILANO___SESTO F.S.","AMAT_Milan_feed","M1","M1 - RHO FIERA MILANO___SESTO F.S.","","1","","ff0000",""
"GORGONZOLA___ABBIATEGRASSO","AMAT_Milan_feed","M2","M2 - GORGONZOLA___ABBIATEGRASSO","","1","","73ff01",""
"S.DONATO___COMASINA","AMAT_Milan_feed","M3","M3 - S.DONATO___COMASINA","","1","","fcff01",""
"FAMAGOSTA___ASSAGO FORUM","AMAT_Milan_feed","M2","M2 - FAMAGOSTA___ASSAGO FORUM","","1","","73ff01",""
"GORGONZOLA___GESSATE","AMAT_Milan_feed","M2","M2 - GORGONZOLA___GESSATE","","1","","73ff01",""
"FAMAGOSTA___COLOGNO NORD","AMAT_Milan_feed","M2","M2 - FAMAGOSTA___COLOGNO NORD","","1","","73ff01",""
"MARELLI___SESTO F.S.","AMAT_Milan_feed","M1","M1 - MARELLI___SESTO F.S.","","1","","ff0000",""
"FAMAGOSTA___GESSATE","AMAT_Milan_feed","M2","M2 - FAMAGOSTA___GESSATE","","1","","73ff01",""
"ASSAGO FORUM___COLOGNO NORD","AMAT_Milan_feed","M2","M2 - ASSAGO FORUM___COLOGNO NORD","","1","","73ff01",""
"SESTO F.S.___BISCEGLIE","AMAT_Milan_feed","M1","M1 - SESTO F.S.___BISCEGLIE","","1","","ff0000",""
"CENTRALE F.S.___ABBIATEGRASSO","AMAT_Milan_feed","M2","M2 - CENTRALE F.S.___ABBIATEGRASSO","","1","","73ff01",""
"QT8___SESTO F.S.","AMAT_Milan_feed","M1","M1 - QT8___SESTO F.S.","","1","","ff0000",""
"ASSAGO FORUM___CENTRALE F.S.","AMAT_Milan_feed","M2","M2 - ASSAGO FORUM___CENTRALE F.S.","","1","","73ff01",""
"BISCEGLIE___SESTO F.S.","AMAT_Milan_feed","M1","M1 - BISCEGLIE___SESTO F.S.","","1","","ff0000",""
"ZARA___BIGNAMI","AMAT_Milan_feed","M5","M5 - ZARA___BIGNAMI","","1","","c876b1",""
"ABBIATEGRASSO___CENTRALE F.S.","AMAT_Milan_feed","M2","M2 - ABBIATEGRASSO___CENTRALE F.S.","","1","","73ff01",""
"CASCINA GOBBA___ABBIATEGRASSO","AMAT_Milan_feed","M2","M2 - CASCINA GOBBA___ABBIATEGRASSO","","1","","73ff01",""
"SESTO F.S.___MOLINO DORINO","AMAT_Milan_feed","M1","M1 - SESTO F.S.___MOLINO DORINO","","1","","ff0000",""
"MOLINO DORINO___SESTO F.S.","AMAT_Milan_feed","M1","M1 - MOLINO DORINO___SESTO F.S.","","1","","ff0000",""
"SESTO F.S.___RHO FIERA MILANO","AMAT_Milan_feed","M1","M1 - SESTO F.S.___RHO FIERA MILANO","","1","","ff0000",""
"COLOGNO NORD___ABBIATEGRASSO","AMAT_Milan_feed","M2","M2 - COLOGNO NORD___ABBIATEGRASSO","","1","","73ff01",""
"CENTRALE F.S.___ASSAGO FORUM","AMAT_Milan_feed","M2","M2 - CENTRALE F.S.___ASSAGO FORUM","","1","","73ff01",""
"ABBIATEGRASSO___COLOGNO NORD","AMAT_Milan_feed","M2","M2 - ABBIATEGRASSO___COLOGNO NORD","","1","","73ff01",""
"VILLA S.GIOVANNI___BISCEGLIE","AMAT_Milan_feed","M1","M1 - VILLA S.GIOVANNI___BISCEGLIE","","1","","ff0000",""
"S.LEONARDO___SESTO F.S.","AMAT_Milan_feed","M1","M1 - S.LEONARDO___SESTO F.S.","","1","","ff0000",""
"CASCINA ANTONIETTA___GESSATE","AMAT_Milan_feed","M2","M2 - CASCINA ANTONIETTA___GESSATE","","1","","73ff01",""
